n,t,op,bytes,ms,status,remaining,resource,retryAfter,write,note
159,429594,raw poll 4,0,24,network,,,,false,fetch failed: Failed to fetch
160,432639,raw poll 5,0,34,network,,,,false,fetch failed: Failed to fetch
161,435678,raw poll 6,0,27,network,,,,false,fetch failed: Failed to fetch
162,438714,raw poll 7,0,27,network,,,,false,fetch failed: Failed to fetch
163,441799,raw poll 8,0,69,network,,,,false,fetch failed: Failed to fetch
164,444834,raw poll 9,0,27,network,,,,false,fetch failed: Failed to fetch
165,447868,raw poll 10,0,27,network,,,,false,"still unreadable after 27.4s, not a propagation delay"
166,457148,casRef,0,475,422,4855,core,,true,"rejected as expected (422), CAS confirmed: Update is not a fast forward"
167,469071,conc c=1,4096,418,201,4854,core,,true,sha verified locally
168,469550,conc c=1,4096,477,201,4853,core,,true,sha verified locally
169,469914,conc c=1,4096,362,201,4852,core,,true,sha verified locally
170,470342,conc c=1,4096,423,201,4851,core,,true,sha verified locally
171,470713,conc c=1,4096,368,201,4850,core,,true,sha verified locally
172,471083,conc c=1,4096,368,201,4849,core,,true,sha verified locally
173,471435,conc c=1,4096,350,201,4848,core,,true,sha verified locally
174,471789,conc c=1,4096,352,201,4847,core,,true,sha verified locally
175,472147,conc c=1,4096,355,201,4846,core,,true,sha verified locally
176,472523,conc c=1,4096,374,201,4845,core,,true,sha verified locally
177,472893,conc c=1,4096,367,201,4844,core,,true,sha verified locally
178,473266,conc c=1,4096,368,201,4843,core,,true,sha verified locally
179,473670,conc c=1,4096,402,201,4842,core,,true,sha verified locally
180,474014,conc c=1,4096,342,201,4841,core,,true,sha verified locally
181,474381,conc c=1,4096,364,201,4840,core,,true,sha verified locally
182,474886,conc c=1,4096,503,201,4839,core,,true,concurrency 1: 16 blobs in 6236 ms = 154 writes/min
183,475249,conc c=2,4096,360,201,4838,core,,true,sha verified locally
184,475281,conc c=2,4096,393,201,4837,core,,true,sha verified locally
185,475671,conc c=2,4096,384,201,4835,core,,true,sha verified locally
186,475750,conc c=2,4096,499,201,4836,core,,true,sha verified locally
187,476034,conc c=2,4096,360,201,4834,core,,true,sha verified locally
188,476141,conc c=2,4096,386,201,4833,core,,true,sha verified locally
189,476428,conc c=2,4096,391,201,4832,core,,true,sha verified locally
190,476492,conc c=2,4096,348,201,4831,core,,true,sha verified locally
191,476851,conc c=2,4096,356,201,4829,core,,true,sha verified locally
192,476854,conc c=2,4096,423,201,4830,core,,true,sha verified locally
193,477247,conc c=2,4096,391,201,4828,core,,true,sha verified locally
194,477254,conc c=2,4096,401,201,4827,core,,true,sha verified locally
195,477606,conc c=2,4096,357,201,4826,core,,true,sha verified locally
196,477644,conc c=2,4096,387,201,4825,core,,true,sha verified locally
197,478011,conc c=2,4096,402,201,4824,core,,true,sha verified locally
198,478018,conc c=2,4096,372,201,4823,core,,true,concurrency 2: 16 blobs in 3132 ms = 307 writes/min
199,478377,conc c=4,4096,358,201,4821,core,,true,sha verified locally
200,478389,conc c=4,4096,369,201,4819,core,,true,sha verified locally
201,478397,conc c=4,4096,377,201,4822,core,,true,sha verified locally
202,478404,conc c=4,4096,384,201,4820,core,,true,sha verified locally
203,478727,conc c=4,4096,347,201,4818,core,,true,sha verified locally
204,478809,conc c=4,4096,402,201,4817,core,,true,sha verified locally
205,478812,conc c=4,4096,416,201,4816,core,,true,sha verified locally
206,478820,conc c=4,4096,421,201,4815,core,,true,sha verified locally
207,479089,conc c=4,4096,360,201,4814,core,,true,sha verified locally
208,479174,conc c=4,4096,362,201,4812,core,,true,sha verified locally
209,479187,conc c=4,4096,372,201,4813,core,,true,sha verified locally
210,479196,conc c=4,4096,373,201,4811,core,,true,sha verified locally
211,479448,conc c=4,4096,356,201,4810,core,,true,sha verified locally
212,479536,conc c=4,4096,358,201,4809,core,,true,sha verified locally
213,479625,conc c=4,4096,425,201,4807,core,,true,sha verified locally
214,479707,conc c=4,4096,512,201,4808,core,,true,concurrency 4: 16 blobs in 1690 ms = 568 writes/min
215,480053,conc c=8,4096,343,201,4806,core,,true,sha verified locally
216,480063,conc c=8,4096,352,201,4805,core,,true,sha verified locally
217,480074,conc c=8,4096,363,201,4799,core,,true,sha verified locally
218,480089,conc c=8,4096,378,201,4800,core,,true,sha verified locally
219,480091,conc c=8,4096,380,201,4804,core,,true,sha verified locally
220,480094,conc c=8,4096,384,201,4802,core,,true,sha verified locally
221,480124,conc c=8,4096,412,201,4803,core,,true,sha verified locally
222,480141,conc c=8,4096,431,201,4801,core,,true,sha verified locally
223,480406,conc c=8,4096,350,201,4798,core,,true,sha verified locally
224,480414,conc c=8,4096,348,201,4797,core,,true,sha verified locally
225,480443,conc c=8,4096,346,201,4793,core,,true,sha verified locally
226,480450,conc c=8,4096,356,201,4794,core,,true,sha verified locally
227,480473,conc c=8,4096,397,201,4796,core,,true,sha verified locally
228,480497,conc c=8,4096,354,201,4791,core,,true,sha verified locally
229,480535,conc c=8,4096,404,201,4792,core,,true,sha verified locally
230,480573,conc c=8,4096,483,201,4795,core,,true,concurrency 8: 16 blobs in 867 ms = 1107 writes/min
231,480954,conc c=16,4096,377,201,4790,core,,true,sha verified locally
232,480963,conc c=16,4096,386,201,4789,core,,true,sha verified locally
233,480981,conc c=16,4096,403,201,4785,core,,true,sha verified locally
234,480990,conc c=16,4096,410,201,4781,core,,true,sha verified locally
235,480995,conc c=16,4096,417,201,4788,core,,true,sha verified locally
236,480998,conc c=16,4096,420,201,4782,core,,true,sha verified locally
237,481007,conc c=16,4096,427,201,4779,core,,true,sha verified locally
238,481009,conc c=16,4096,431,201,4776,core,,true,sha verified locally
239,481013,conc c=16,4096,434,201,4783,core,,true,sha verified locally
240,481015,conc c=16,4096,436,201,4778,core,,true,sha verified locally
241,481024,conc c=16,4096,445,201,4784,core,,true,sha verified locally
242,481026,conc c=16,4096,446,201,4777,core,,true,sha verified locally
243,481030,conc c=16,4096,451,201,4786,core,,true,sha verified locally
244,481033,conc c=16,4096,453,201,4780,core,,true,sha verified locally
245,481086,conc c=16,4096,507,201,4775,core,,true,sha verified locally
246,481120,conc c=16,4096,542,201,4787,core,,true,concurrency 16: 16 blobs in 549 ms = 1749 writes/min
247,486950,E7 write 256 KB,262144,1015,201,4771,core,,true,sha verified locally
248,487099,E7 write 256 KB,262144,1167,201,4772,core,,true,sha verified locally
249,487171,E7 write 256 KB,262144,1258,201,4774,core,,true,sha verified locally
250,487184,E7 write 256 KB,262144,1255,201,4770,core,,true,sha verified locally
251,487283,E7 write 256 KB,262144,1362,201,4773,core,,true,sha verified locally
252,487498,E7 write 256 KB,262144,1557,201,4768,core,,true,sha verified locally
253,487528,E7 write 256 KB,262144,1590,201,4767,core,,true,sha verified locally
254,487550,E7 write 256 KB,262144,1625,201,4769,core,,true,sha verified locally
255,487908,E7 write 256 KB,262144,713,201,4763,core,,true,sha verified locally
256,488128,E7 write 256 KB,262144,626,201,4761,core,,true,sha verified locally
257,488143,E7 write 256 KB,262144,1188,201,4766,core,,true,sha verified locally
258,488445,E7 write 256 KB,262144,1341,201,4765,core,,true,sha verified locally
259,488453,E7 write 256 KB,262144,1279,201,4764,core,,true,sha verified locally
260,488537,E7 write 256 KB,262144,1250,201,4762,core,,true,sha verified locally
261,488778,E7 write 256 KB,262144,1246,201,4760,core,,true,sha verified locally
262,489205,E7 write 256 KB,262144,1646,201,4759,core,,true,sha verified locally
263,489208,E7 write phase,0,0,-,,,,false,"16 chunks, 4.0 MB in 3298 ms = 1.21 MB/s at concurrency 8"
264,490771,E7 read,262144,1561,200,4990,core,,false,
265,490782,E7 read,262144,1572,200,4993,core,,false,
266,491096,E7 read,262144,1886,200,4994,core,,false,
267,491224,E7 read,262144,2014,200,4996,core,,false,
268,491245,E7 read,262144,2035,200,4989,core,,false,
269,491317,E7 read,262144,2107,200,4995,core,,false,
270,491323,E7 read,262144,2113,200,4991,core,,false,
271,491337,E7 read,262144,2127,200,4992,core,,false,
272,492168,E7 read,262144,1069,200,4986,core,,false,
273,492247,E7 read,262144,925,200,4983,core,,false,
274,492290,E7 read,262144,1063,200,4985,core,,false,
275,492390,E7 read,262144,1615,200,4987,core,,false,
276,492527,E7 read,262144,1278,200,4984,core,,false,
277,492545,E7 read,262144,1219,200,4982,core,,false,
278,492629,E7 read,262144,1845,200,4988,core,,false,
279,492773,E7 read,262144,1432,200,4981,core,,false,
280,492777,E7 read phase,0,0,-,,,,false,"16 chunks, 4.0 MB in 3567 ms = 1.12 MB/s via the blobs API at concurrency 8 (a cold boot of this much state would cost 16 of the 5,000 hourly primary budget)"
